"ObjectID","ObjectOld","GlobalID","LIZARDNUMBER","HESU.old","Site","DATE","Observer","DetectionType","ShelterAspect","Notes","CreationDate","Creator","EditDate","Editor","EASTING","NORTHING","x","y","Notes2"
868,868,"a051888c-da72-4429-8f2c-29a47f36a765","hesuca8","hesucal8","Calico",2018-08-27 13:46:00,"jvanas","visual",85,"Utm 
0642094
4000893
 3 m
E facing slope above Red Spring","8/27/18 15:24","NDOWherps","8/27/18 15:24","NDOWherps",642094,4000893,-115.42057,36.14242,""
874,874,"790fb954-06f8-44f3-a832-66e286a2b89e","hesuca8","hesucal8","Calico",2018-09-05 16:12:00,"jvanas","radio",69,"Utm 0642090

         4000890
   4 m","9/6/18 21:13","NDOWherps","9/6/18 21:13","NDOWherps",642090,4000890,NA,NA,""
940,940,"105078fa-87ed-42fc-8523-11b7f99ee2f9","hesuca8","hesucal8","Calico",2018-10-24 23:27:00,"scohen","radio",NA,"I know where the lizard is, but am not sure about the entrance.
Grey Fox seen right where the lizard‰Ûªs shelter is. There may be a den right above.","10/31/18 22:11","NDOWherps","10/31/18 22:11","NDOWherps",641947,4000927,NA,NA,""
1035,1035,"5f52da9c-59ee-4d5b-a86a-c3fbea00c5e9","hesuca8","hesucal8","Calico",2019-04-02 18:00:00,"scohen","radio",128,"Basking. Looking a little skinny.","4/2/19 21:45","NDOWherps","4/2/19 21:45","NDOWherps",641944,4000927,NA,NA,""
1107,1107,"832b35fc-4657-4c01-943f-9940b324b27a","hesuca8","hesucal8","Calico",2019-05-04 14:42:00,"jvanas","radio",136,"Utm 
0641865
4000879","5/4/19 17:22","NDOWherps","5/4/19 17:22","NDOWherps",641865,4000879,NA,NA,""
1122,1122,"973e9ed8-0471-4494-8771-7027377f7c64","hesuca8","hesucal8","Calico",2019-05-08 17:11:00,"scohen","visual",NA,"Utm 
0641871
4000890
","5/9/19 18:46","NDOWherps","5/9/19 18:46","NDOWherps",641871,4000890,NA,NA,""
1166,1166,"1c4b5226-d652-4da7-a0b4-0f7fe679d6db","hesuca8","hesucal8","Calico",2019-05-19 19:27:00,"jvanas","capture",NA,"Utm 
0641871
4000991
Basking ","5/19/19 21:34","NDOWherps","5/19/19 21:34","NDOWherps",641871,4000991,NA,NA,""
1196,1196,"900abc5d-430e-4b9c-9efb-123db20d8379","hesuca8","hesucal8","Calico",2019-06-01 15:09:00,"other","visual",151,"Release ","6/1/19 18:59","NDOWherps","6/1/19 18:59","NDOWherps",641871,4000891,NA,NA,""
1228,1228,"7785a8b5-141c-46fb-bf09-32e1985cb3bf","hesuca8","hesucal8","Calico",2019-06-06 14:47:00,"jvanas","radio",133,"Utm 
0641770
4000993
Move nw in wash ","6/6/19 19:29","NDOWherps","6/6/19 19:29","NDOWherps",641770,4000993,NA,NA,""
1233,1233,"2d37ece3-ffe6-4866-adc0-e30fd609d479","hesuca8","hesucal8","Calico",2019-06-07 16:42:00,"jvanas","visual",51,"Utm 
0641624
4000798
In shelter ","6/8/19 3:53","NDOWherps","6/8/19 3:53","NDOWherps",641624,4000798,NA,NA,""
1248,1248,"4569aa17-f02d-4144-b5e0-e683f5824eed","hesuca8","hesucal8","Calico",2019-06-12 15:19:00,"jvanas","radio",42,"Utm 
0641608
4000754
High ","6/12/19 18:19","NDOWherps","6/12/19 18:19","NDOWherps",641608,4000754,NA,NA,""
1308,1308,"7dc53272-558f-4f89-a237-c550d6c5bf21","hesuca8","hesucal8","Calico",2019-06-23 14:23:00,"jvanas","radio",20,"Utm 
0641877
4000695","6/23/19 23:04","NDOWherps","6/23/19 23:04","NDOWherps",641877,4000695,NA,NA,""
1312,1312,"b68d9db8-40c3-440e-a467-3e4f7a0ff779","hesuca8","hesucal8","Calico",2019-06-26 16:29:00,"other","visual",NA,"UTM: 0642073, 4000558
","6/26/19 20:08","NDOWherps","6/26/19 20:08","NDOWherps",642073,4000558,NA,NA,""
1400,NA,"fc764678-faa2-4fa8-8442-1925c90e3471","hesuca8","hesucal8","Calico",2019-09-04 16:34:00,"jjones","radio",56,"In crack. UTMs 0642060, 4000899, wp 134","9/7/19 22:21","jljones76","9/7/19 22:21","jljones76",642060,4000899,NA,NA,""
1405,NA,"fe5d980c-d1ce-413f-b4b3-3dcd9e83615d","hesuca8","hesucal8","Calico",2019-09-09 14:26:00,"other","visual",29,"UTM: 0642049, 4000892
Got a viaual deep in shelter","9/9/19 14:36","NDOWherps","9/9/19 14:36","NDOWherps",642049,4000892,NA,NA,""
1457,NA,"9c9478db-e72d-411f-b7d4-4c3d905d094f","hesuca8","hesucal8","Calico",2019-10-04 18:30:00,"other","visual",289,"Monster was barely visible deep in shelter.
UTM: 0642043, 4000928 (3m accuracy)","10/4/19 18:49","NDOWherps","10/4/19 18:49","NDOWherps",642043,4000928,NA,NA,""
1470,NA,"5ef9dae4-1dab-4107-beea-7aa04cd812fc","hesuca8","hesucal8","Calico",2019-10-09 16:39:00,"other","visual",351,"Same shelter as last time. Part of mon visible way 
back in shelter.","10/9/19 16:46","NDOWherps","10/9/19 16:46","NDOWherps",642043,4000928,NA,NA,""
